TeamId,TeamName,SubmissionDate,Score
3764907,ryches,"2019-10-10 06:35:21",0.11503
3765260,ZNing,"2019-10-10 06:40:07",0.01865
3765718,"Adib Priatama","2019-10-10 06:58:09",0.01865
3764907,ryches,"2019-10-10 07:04:42",0.02061
3764573,ArcWaterCash,"2019-10-10 07:04:54",0.01865
3764301,Cebo,"2019-10-10 07:17:52",0.01451
3763719,"Taejun Jang","2019-10-10 07:21:30",0.01865
3766317,"Nick Styles","2019-10-10 07:42:59",0.01865
3764741,"Kosarevsky Dmitry","2019-10-10 07:45:11",0.01865
3766337,"Arunkumar Venkataramanan","2019-10-10 07:45:33",0.01865
3763721,Lindada,"2019-10-10 08:07:41",0.02095
3765503,"SusheendharVijay ","2019-10-10 08:12:47",0.01865
3764723,hehpollon,"2019-10-10 08:26:22",0.01865
3764598,e-toppo,"2019-10-10 08:41:24",0.01436
3766584,Gert,"2019-10-10 09:04:57",0.01436
3766920,"Shailesh D","2019-10-10 09:19:05",0.01865
3764642,"Takuya Akiyama","2019-10-10 09:21:53",0.01436
3765780,"Chuanyu Yao","2019-10-10 09:29:50",0.01865
3767080,"Steve Jenkins","2019-10-10 09:42:36",0.02084
3763614,hukuda222,"2019-10-10 09:42:55",0.02005
3765968,Aicanghai_Smile,"2019-10-10 09:47:05",0.01865
3765780,"Chuanyu Yao","2019-10-10 10:01:39",0.01436
3766615,"Vitalii Peretiatko","2019-10-10 10:04:29",0.02947
3764642,"Takuya Akiyama","2019-10-10 10:09:58",0.01431
3767181,Aman.cyberia,"2019-10-10 10:49:40",0.01865
3763614,hukuda222,"2019-10-10 10:57:44",0.01606
3763495,"Aleksandr Kosolapov","2019-10-10 11:13:12",0.01857
3767741,天外飞仙,"2019-10-10 11:18:03",0.01865
3767667,steelrose,"2019-10-10 11:19:17",0.01606
3763301,"Never watched NFL before","2019-10-10 11:21:35",0.51972
3765530,"Eiji Konaka","2019-10-10 11:38:06",0.01436
3765378,SRK,"2019-10-10 11:38:58",0.01804
3763301,"Never watched NFL before","2019-10-10 11:43:53",0.48027
3763495,"Aleksandr Kosolapov","2019-10-10 11:49:15",0.01833
3767830,la_xx,"2019-10-10 11:51:58",0.01606
3767830,la_xx,"2019-10-10 11:52:26",0.01583
3763192,"Yunfeng Zhu","2019-10-10 11:53:18",0.01604
3766756,hrunic,"2019-10-10 12:01:24",0.02133
3767922,kojimar,"2019-10-10 12:02:54",0.01610
3766317,"Nick Styles","2019-10-10 12:03:18",0.01611
3767815,LDPy,"2019-10-10 12:08:54",0.01613
3763721,Lindada,"2019-10-10 12:14:46",0.01606
3781672,"If Eternity Should Fail","2019-10-10 12:18:18",0.49692
3763495,"Aleksandr Kosolapov","2019-10-10 12:22:00",0.01623
3766932,Finn,"2019-10-10 12:23:00",0.02094
3767815,LDPy,"2019-10-10 12:27:45",0.01600
3768118,"Vasiliy Adyoshkin","2019-10-10 12:36:08",0.01865
3765968,Aicanghai_Smile,"2019-10-10 12:38:44",0.01611
3766584,Gert,"2019-10-10 12:40:19",0.01429
3766033,"Dennis Leszkowicz","2019-10-10 12:42:22",0.01608
3767181,Aman.cyberia,"2019-10-10 12:43:17",0.01606
3766909,Royz,"2019-10-10 12:48:39",0.47534
3766909,Royz,"2019-10-10 12:57:35",0.02085
3763614,hukuda222,"2019-10-10 12:59:38",0.01599
3765384,"yechiel amsalem","2019-10-10 13:04:02",0.47663
3768372,"Wei Hao Khoong","2019-10-10 13:11:42",0.47663
3766033,"Dennis Leszkowicz","2019-10-10 13:26:03",0.01597
3768372,"Wei Hao Khoong","2019-10-10 13:30:31",0.47662
3766766,"Moisés Riestra","2019-10-10 13:35:46",0.01865
3764741,"Kosarevsky Dmitry","2019-10-10 13:45:21",0.01599
3769858,"NFL Masters","2019-10-10 13:47:53",0.47663
3765914,"Ruslan  Talipov","2019-10-10 13:49:06",0.01611
3768650,shirakia,"2019-10-10 13:53:43",0.01865
3768603,rematchka,"2019-10-10 13:54:02",0.01599
3768620,"Alexander Polyakov","2019-10-10 13:55:47",0.01599
3768532,"Fei. Zhang","2019-10-10 13:59:15",0.01599
3768101,NRC,"2019-10-10 14:00:17",0.01599
3766033,"Dennis Leszkowicz","2019-10-10 14:06:38",0.01595
3763189,x5or6,"2019-10-10 14:09:10",0.01599
3768741,"Krisztián Pomázi","2019-10-10 14:10:04",0.01865
3766797,"Gilang Ardya","2019-10-10 14:15:14",0.01585
3768495,"Paulo Pinto","2019-10-10 14:22:16",0.01601
3766909,Royz,"2019-10-10 14:27:44",0.01865
3768154,"Michał Marcińczuk","2019-10-10 14:27:47",0.01865
3768101,NRC,"2019-10-10 14:41:49",0.01599
3768453,Shasa,"2019-10-10 14:45:41",0.01599
3765914,"Ruslan  Talipov","2019-10-10 14:47:57",0.01586
3767095,"Jacek Rojek","2019-10-10 14:51:48",0.01599
3766033,"Dennis Leszkowicz","2019-10-10 14:52:58",0.01594
3766922,"Establish The Run","2019-10-10 14:55:35",0.01973
3765719,TekoTeko-chan,"2019-10-10 15:00:25",0.01599
3768966,konsome,"2019-10-10 15:02:15",0.01599
3764761,BestZa007,"2019-10-10 15:06:55",0.01591
3764244,katsu1110,"2019-10-10 15:09:51",0.01865
3766464,"The Zoo","2019-10-10 15:16:51",0.01415
3765862,"Mathurin Aché","2019-10-10 15:17:34",0.01623
3768154,"Michał Marcińczuk","2019-10-10 15:20:38",0.01728
3764266,"No Tree Model","2019-10-10 15:21:55",0.01583
3765914,"Ruslan  Talipov","2019-10-10 15:22:14",0.01578
3763301,"Never watched NFL before","2019-10-10 15:24:09",0.02442
3766615,"Vitalii Peretiatko","2019-10-10 15:24:23",0.01607
3766607,"Go Browns! Go Pats!","2019-10-10 15:30:18",0.48869
3766891,simon,"2019-10-10 15:42:33",0.01865
3764191,"Yongqi Zhong","2019-10-10 15:46:45",0.02076
3769298,DrSugar,"2019-10-10 15:48:20",0.01599
3768875,"kerri kate","2019-10-10 15:49:21",0.01599
3763425,"Devin Anzelmo","2019-10-10 15:55:09",0.01434
3764288,"Bojan Tunguz","2019-10-10 16:00:17",0.01599
3764509,"Archit Gupta","2019-10-10 16:02:14",0.01585
3763301,"Never watched NFL before","2019-10-10 16:16:54",0.01887
3765684,"Mike May","2019-10-10 16:27:47",0.01865
3769547,mnaoto,"2019-10-10 16:36:15",0.01865
3768620,"Alexander Polyakov","2019-10-10 16:37:48",0.01598
3768495,"Paulo Pinto","2019-10-10 16:40:23",0.01597
3763446,therocket290,"2019-10-10 16:51:07",0.01603
3768620,"Alexander Polyakov","2019-10-10 16:51:22",0.01592
3766337,"Arunkumar Venkataramanan","2019-10-10 16:51:24",0.01599
3768656,Cimbom,"2019-10-10 17:00:27",0.01864
3766506,"Varyans Idman Yurdu","2019-10-10 17:00:56",0.01603
3768620,"Alexander Polyakov","2019-10-10 17:05:05",0.01588
3763907,Laffaye,"2019-10-10 17:19:06",0.01704
3764191,"Yongqi Zhong","2019-10-10 17:22:54",0.01578
3769688,"Kirill Vladimirov","2019-10-10 17:28:53",0.01865
3767159,大力出奇迹,"2019-10-10 17:36:03",0.01603
3768924,"Arrowhead Analytics","2019-10-10 17:48:40",0.01445
3769832,FernandoTN,"2019-10-10 17:54:11",0.01603
3768801,"Anirudh Raghavan","2019-10-10 18:05:50",0.01607
3767752,Jayaram,"2019-10-10 18:10:29",0.02498
3769839,"Georgios Sarantitis","2019-10-10 18:22:43",0.02097
3766607,"Go Browns! Go Pats!","2019-10-10 18:26:54",0.01510
3768629,leuname,"2019-10-10 18:33:43",0.01865
3769688,"Kirill Vladimirov","2019-10-10 18:35:53",0.01603
3765384,"yechiel amsalem","2019-10-10 18:50:01",0.01436
3765860,Madden2KFifa,"2019-10-10 19:04:51",0.01601
3768924,"Arrowhead Analytics","2019-10-10 19:13:25",0.01442
3770172,"Nikita Ageev","2019-10-10 19:39:08",0.01603
3769858,"NFL Masters","2019-10-10 20:09:02",0.01603
3770446,"Jacob Rose","2019-10-10 20:15:34",0.01603
3768924,"Arrowhead Analytics","2019-10-10 20:17:07",0.01421
3769751,seaguII,"2019-10-10 20:30:55",0.01423
3763425,"Devin Anzelmo","2019-10-10 20:37:20",0.01419
3765860,Madden2KFifa,"2019-10-10 20:39:50",0.01585
3763957,"Adrian Zinovei","2019-10-10 20:40:34",0.01603
3767713,"Manraj Singh","2019-10-10 20:47:40",0.01600
3781672,"If Eternity Should Fail","2019-10-10 21:00:20",0.01616
3769845,"Hartmut Ott","2019-10-10 21:01:49",0.01603
3763192,"Yunfeng Zhu","2019-10-10 21:02:03",0.01597
3766584,Gert,"2019-10-10 21:08:24",0.01415
3767891,"Blake Atkinson","2019-10-10 21:17:42",0.01704
3765860,Madden2KFifa,"2019-10-10 21:23:50",0.01533
3767181,Aman.cyberia,"2019-10-10 21:27:19",0.01586
3769858,"NFL Masters","2019-10-10 21:31:05",0.01599
3770694,"PC Jimmmy","2019-10-10 21:44:20",0.01603
3767181,Aman.cyberia,"2019-10-10 21:45:25",0.01585
3770172,"Nikita Ageev","2019-10-10 21:49:43",0.01577
3767953,"Dan Emery","2019-10-10 21:51:17",0.02086
3763192,"Yunfeng Zhu","2019-10-10 21:51:32",0.01571
3769628,JA,"2019-10-10 21:56:25",0.01865
3769143,"Jarod Bailey","2019-10-10 22:09:35",0.01599
3770808,"Trust your sons","2019-10-10 22:21:19",0.01633
3769824,"Huamin Zhang","2019-10-10 22:26:36",0.01599
3769824,"Huamin Zhang","2019-10-10 22:45:33",0.01597
3769422,"Pedro Frazão","2019-10-10 22:49:54",0.01865
3767006,Toto,"2019-10-10 22:59:57",0.46979
3764270,"Adam Suwik","2019-10-10 23:00:27",0.01620
3763554,Li-Der,"2019-10-10 23:04:47",0.01856
3771121,"Santiago Mota","2019-10-10 23:25:56",0.01576
3763554,Li-Der,"2019-10-10 23:26:15",0.01636
3764270,"Adam Suwik","2019-10-11 00:01:48",0.01591
3768629,leuname,"2019-10-11 00:03:37",0.01583
3770808,"Trust your sons","2019-10-11 00:04:35",0.01583
3766922,"Establish The Run","2019-10-11 00:15:46",0.01611
3763730,"Kostas H.","2019-10-11 00:18:32",0.01448
3771253,"Tetyana Yatsenko","2019-10-11 00:19:36",0.01577
3764288,"Bojan Tunguz","2019-10-11 00:21:03",0.01576
3770870,Giba,"2019-10-11 00:22:09",0.01586
3770808,"Trust your sons","2019-10-11 00:23:29",0.01579
3763614,hukuda222,"2019-10-11 00:23:36",0.01515
3768629,leuname,"2019-10-11 00:27:14",0.01583
3763446,therocket290,"2019-10-11 00:28:19",0.01577
3768629,leuname,"2019-10-11 00:31:37",0.01581
3767734,"Parul Pandey","2019-10-11 00:33:14",0.01577
3763940,"Rshad Zhran","2019-10-11 00:38:30",0.01624
3763730,"Kostas H.","2019-10-11 01:05:16",0.01434
3763425,"Devin Anzelmo","2019-10-11 01:12:02",0.01412
3764270,"Adam Suwik","2019-10-11 01:38:29",0.01581
3763907,Laffaye,"2019-10-11 02:12:43",0.01641
3764993,syoya,"2019-10-11 02:15:34",0.01577
3763614,hukuda222,"2019-10-11 02:20:31",0.01477
3771394,"Justin Coleman","2019-10-11 02:20:38",0.01578
3763257,"Massoud Hosseinali","2019-10-11 02:24:07",0.01583
3767953,"Dan Emery","2019-10-11 02:26:39",0.01578
3771347,"Sandro Wentz Forte","2019-10-11 02:31:43",0.01865
3764347,"Kevin Hamon","2019-10-11 02:39:43",0.01865
3763257,"Massoud Hosseinali","2019-10-11 02:48:45",0.01582
3771693,WNYSAC,"2019-10-11 02:51:47",0.01865
3764006,BillsMafia,"2019-10-11 03:30:49",0.01577
3765088,YALICKJ,"2019-10-11 03:34:34",0.01599
3771426,Vishky,"2019-10-11 03:36:54",0.01583
3771908,Scottfree,"2019-10-11 03:38:35",0.01577
3768154,"Michał Marcińczuk","2019-10-11 03:47:43",0.01436
3771941,rc95401,"2019-10-11 03:51:51",0.01577
3763346,JackSoslow,"2019-10-11 03:56:56",0.01600
3766922,"Establish The Run","2019-10-11 03:58:17",0.01608
3763189,x5or6,"2019-10-11 04:15:09",0.01577
3771225,"Ralph Neumann","2019-10-11 04:38:55",0.01601
3763743,"Green Bay Packers","2019-10-11 04:39:53",0.01865
3765578,"kohei tsuchiya","2019-10-11 04:40:10",0.01865
3768154,"Michał Marcińczuk","2019-10-11 04:48:50",0.01426
3766414,AnjanaKumar,"2019-10-11 05:00:09",0.01577
3768441,"Patrick Yam","2019-10-11 05:03:22",0.01592
3765444,"Veerala Hari Krishna","2019-10-11 05:07:18",0.01577
3772272,"Tanishq Gautam","2019-10-11 05:16:34",0.01577
3765530,"Eiji Konaka","2019-10-11 05:20:54",0.01421
3771218,tinycamels,"2019-10-11 05:33:42",0.01436
3766799,"Prashant Kikani","2019-10-11 05:51:28",0.01670
3763187,"Peter Hurford","2019-10-11 06:01:08",0.01603
3767073,SimonW,"2019-10-11 06:01:49",0.01865
3768629,leuname,"2019-10-11 06:16:27",0.01580
3766799,"Prashant Kikani","2019-10-11 06:27:42",0.01639
3766317,"Nick Styles","2019-10-11 06:28:20",0.01577
3772565,polo,"2019-10-11 06:34:50",0.01577
3772593,"Divya Shah","2019-10-11 06:54:06",0.01592
3772545,Eguy,"2019-10-11 06:58:35",0.01588
3765426,sasakama,"2019-10-11 07:03:12",0.01869
3766607,"Go Browns! Go Pats!","2019-10-11 07:04:10",0.01438
3768620,"Alexander Polyakov","2019-10-11 07:13:44",0.01587
3763721,Lindada,"2019-10-11 07:19:22",0.01589
3766799,"Prashant Kikani","2019-10-11 07:20:27",0.01617
3766682,"Arijit Gupta","2019-10-11 07:26:08",0.01577
3764907,ryches,"2019-10-11 07:26:55",0.01466
3772593,"Divya Shah","2019-10-11 07:27:54",0.01592
3768620,"Alexander Polyakov","2019-10-11 07:34:09",0.01577
3769766,"Jishnu Nair","2019-10-11 07:42:28",0.02071
3772841,rivxhar,"2019-10-11 07:44:31",0.01865
3766072,wychwood,"2019-10-11 07:44:32",0.01865
3773059,"naoya kumagai","2019-10-11 07:53:38",0.01865
3771538,onishi,"2019-10-11 07:55:17",0.01600
3763743,"Green Bay Packers","2019-10-11 07:56:14",0.01600
3764907,ryches,"2019-10-11 08:03:14",0.01466
3773059,"naoya kumagai","2019-10-11 08:20:08",0.01608
3764907,ryches,"2019-10-11 08:23:57",0.01463
3764741,"Kosarevsky Dmitry","2019-10-11 08:26:02",0.01577
3765862,"Mathurin Aché","2019-10-11 08:29:06",0.01577
3772841,rivxhar,"2019-10-11 08:31:03",0.01577
3767006,Toto,"2019-10-11 08:36:10",0.02174
3766607,"Go Browns! Go Pats!","2019-10-11 08:52:21",0.01428
3770172,"Nikita Ageev","2019-10-11 09:03:58",0.01576
3765928,"Marek Nurzynski","2019-10-11 09:04:11",0.01577
3767006,Toto,"2019-10-11 09:04:20",0.01880
3773059,"naoya kumagai","2019-10-11 09:04:44",0.01585
3765426,sasakama,"2019-10-11 09:11:33",0.01582
3763195,"Go Rams 🐏","2019-10-11 09:34:41",0.01884
3773513,Kasumi_Arimura_ha_Kawaii,"2019-10-11 09:45:05",0.01865
3765530,"Eiji Konaka","2019-10-11 09:50:33",0.01420
3766756,hrunic,"2019-10-11 09:52:24",0.01601
3771322,chuck_thunder,"2019-10-11 09:56:08",0.01466
3773513,Kasumi_Arimura_ha_Kawaii,"2019-10-11 10:09:59",0.01600
3768581,LogicJake,"2019-10-11 10:24:50",0.01656
3772841,rivxhar,"2019-10-11 10:33:43",0.01576
3773159,"Kishore M","2019-10-11 10:35:51",0.01577
3765287,00yq,"2019-10-11 10:41:24",0.01600
3768656,Cimbom,"2019-10-11 10:45:36",0.01592
3763554,Li-Der,"2019-10-11 10:49:17",0.01576
3766756,hrunic,"2019-10-11 10:51:58",0.01584
3772545,Eguy,"2019-10-11 11:08:58",0.01585
3771322,chuck_thunder,"2019-10-11 11:14:31",0.01436
3767080,"Steve Jenkins","2019-10-11 11:28:01",0.01878
3768603,rematchka,"2019-10-11 11:45:08",0.01576
3765244,"Shun Fukuda","2019-10-11 11:55:52",0.01865
3768581,LogicJake,"2019-10-11 11:56:12",0.01586
3769726,joacoib,"2019-10-11 12:05:57",0.01603
3767873,default,"2019-10-11 12:17:07",0.48471
3766756,hrunic,"2019-10-11 12:19:21",0.01581
3781672,"If Eternity Should Fail","2019-10-11 12:20:29",0.01603
3766337,"Arunkumar Venkataramanan","2019-10-11 12:39:55",0.01576
3770808,"Trust your sons","2019-10-11 12:42:24",0.01414
3767679,"Emin ","2019-10-11 12:55:18",0.01590
3768656,Cimbom,"2019-10-11 13:07:41",0.01580
3767722,"Gopi Durgaprasad","2019-10-11 13:09:09",0.01599
3769858,"NFL Masters","2019-10-11 13:12:54",0.01576
3773906,"Khanh Vu Duy","2019-10-11 13:15:15",0.01576
3774410,stephen_mugisha,"2019-10-11 13:19:32",0.01865
3773095,SPhillips,"2019-10-11 13:20:03",0.01589
3769839,"Georgios Sarantitis","2019-10-11 13:23:07",0.01589
3769858,"NFL Masters","2019-10-11 13:29:06",0.01576
3774420,Santhosh,"2019-10-11 13:29:08",0.01576
3768372,"Wei Hao Khoong","2019-10-11 13:30:14",0.01576
3767080,"Steve Jenkins","2019-10-11 13:30:31",0.01584
3766922,"Establish The Run","2019-10-11 13:33:22",0.01571
3766607,"Go Browns! Go Pats!","2019-10-11 13:35:18",0.01418
3768154,"Michał Marcińczuk","2019-10-11 13:39:48",0.01420
3774192,"zhang jinlai","2019-10-11 13:46:50",0.01586
3774575,"Sergey Petrukhin ","2019-10-11 13:54:56",0.01865
3763721,Lindada,"2019-10-11 13:59:12",0.01574
3768399,GianPaolob,"2019-10-11 14:04:06",0.03305
3774563,Kiri,"2019-10-11 14:09:50",0.01865
3767095,"Jacek Rojek","2019-10-11 14:36:16",0.01576
3774751,Saber,"2019-10-11 14:46:37",0.01865
3763195,"Go Rams 🐏","2019-10-11 14:53:03",0.01652
3766615,"Vitalii Peretiatko","2019-10-11 14:55:29",0.01496
3774058,kengow,"2019-10-11 15:03:17",0.01436
3768656,Cimbom,"2019-10-11 15:15:22",0.01569
3781672,"If Eternity Should Fail","2019-10-11 15:16:24",0.01602
3768580,"Kostiantyn Isaienkov","2019-10-11 15:22:08",0.01581
3763195,"Go Rams 🐏","2019-10-11 15:31:25",0.01571
3773618,10462709,"2019-10-11 15:35:57",0.01600
3766891,simon,"2019-10-11 15:50:05",0.01600
3764070,"So Jae Woo","2019-10-11 16:03:46",0.01865
3767953,"Dan Emery","2019-10-11 16:03:55",0.01562
3764532,JohnM,"2019-10-11 16:07:18",0.01436
3774214,Noud,"2019-10-11 16:13:11",0.01410
3766464,"The Zoo","2019-10-11 16:17:13",0.01403
3768136,"Love agarwal","2019-10-11 16:21:14",0.01600
3767873,default,"2019-10-11 16:24:05",0.01775
3763187,"Peter Hurford","2019-10-11 16:28:36",0.01584
3765530,"Eiji Konaka","2019-10-11 16:35:48",0.01417
3767366,student,"2019-10-11 16:37:20",0.01600
3775350,andrekos,"2019-10-11 16:39:41",0.01576
3771836,SIMPLE,"2019-10-11 16:40:30",0.01680
3775206,"René Blaim","2019-10-11 16:42:07",0.01865
3774851,handonglee,"2019-10-11 16:48:33",0.01576
3767873,default,"2019-10-11 16:55:55",0.01504
3764532,JohnM,"2019-10-11 16:57:09",0.01436
3781672,"If Eternity Should Fail","2019-10-11 16:57:54",0.01422
3766682,"Arijit Gupta","2019-10-11 17:15:07",0.01576
3775301,"Ken Ho","2019-10-11 17:26:36",0.01600
3764941,devai01,"2019-10-11 17:27:35",0.01582
3767953,"Dan Emery","2019-10-11 17:30:59",0.01555
3774966,chmtomasz,"2019-10-11 17:32:28",0.01608
3773725,Scirpus,"2019-10-11 17:33:13",0.01614
3769824,"Huamin Zhang","2019-10-11 17:35:00",0.01576
3764071,dngeo17,"2019-10-11 17:37:00",0.01436
3764941,devai01,"2019-10-11 17:44:15",0.01576
3775369,"Matteo Cati","2019-10-11 17:55:48",0.01600
3774636,MarkDonovan,"2019-10-11 18:12:54",0.01865
3781672,"If Eternity Should Fail","2019-10-11 18:18:31",0.01422
3770310,"Max Halford","2019-10-11 18:24:22",0.01538
3768399,GianPaolob,"2019-10-11 18:25:24",0.02158
3771908,Scottfree,"2019-10-11 18:36:31",0.01571
3766615,"Vitalii Peretiatko","2019-10-11 18:40:24",0.01491
3774666,StephanMiller,"2019-10-11 18:54:02",0.01576
3771763,StephenSmith,"2019-10-11 19:05:06",0.01576
3767006,Toto,"2019-10-11 19:17:43",0.01572
3766464,"The Zoo","2019-10-11 19:19:16",0.01403
3763187,"Peter Hurford","2019-10-11 19:23:02",0.01580
3764288,"Bojan Tunguz","2019-10-11 19:37:36",0.01565
3763791,"Vladislav Bogorod","2019-10-11 19:42:37",0.01546
3781672,"If Eternity Should Fail","2019-10-11 19:43:07",0.01419
3775599,"Martin Bonardi","2019-10-11 19:50:17",0.01571
3768580,"Kostiantyn Isaienkov","2019-10-11 19:57:47",0.01581
3767679,"Emin ","2019-10-11 20:01:04",0.01585
3766584,Gert,"2019-10-11 20:10:48",0.01399
3763199,"Bruno Gorresen Mello","2019-10-11 20:28:12",0.01440
3768399,GianPaolob,"2019-10-11 20:29:46",0.02128
3765206,Lisz,"2019-10-11 20:36:12",0.01575
3767852,"Model builder","2019-10-11 20:37:25",0.01434
3771693,WNYSAC,"2019-10-11 20:55:56",0.01408
3771394,"Justin Coleman","2019-10-11 20:58:05",0.01577
3768495,"Paulo Pinto","2019-10-11 21:05:33",0.01564
3774133,"Mike Nikonov","2019-10-11 21:14:51",0.01562
3766116,"Atanas Atanasov","2019-10-11 21:25:15",0.01567
3764288,"Bojan Tunguz","2019-10-11 21:28:06",0.01512
3771394,"Justin Coleman","2019-10-11 21:29:22",0.01576
3770801,"Jugal Marfatia","2019-10-11 21:32:46",0.02209
3765352,"Bo Peng","2019-10-11 21:43:42",0.01600
3770801,"Jugal Marfatia","2019-10-11 21:52:20",0.02006
3771394,"Justin Coleman","2019-10-11 21:52:27",0.01576
3774133,"Mike Nikonov","2019-10-11 21:54:51",0.01562
3768495,"Paulo Pinto","2019-10-11 21:59:57",0.01492
3763330,"Sridharan Kamalakannan","2019-10-11 22:03:21",0.01854
3765352,"Bo Peng","2019-10-11 22:05:20",0.01495
3766775,A-team,"2019-10-11 22:10:36",0.08530
3774133,"Mike Nikonov","2019-10-11 22:12:26",0.01454
3766775,A-team,"2019-10-11 22:20:53",0.01438
3771396,davidsteinandfriends,"2019-10-11 22:23:56",0.01436
3764270,"Adam Suwik","2019-10-11 22:35:26",0.01481
3763330,"Sridharan Kamalakannan","2019-10-11 22:57:06",0.01476
3763257,"Massoud Hosseinali","2019-10-11 23:11:34",0.01581
3769858,"NFL Masters","2019-10-11 23:19:46",0.01571
3764270,"Adam Suwik","2019-10-11 23:20:39",0.01459
3767095,"Jacek Rojek","2019-10-11 23:23:16",0.01451
3774133,"Mike Nikonov","2019-10-11 23:23:59",0.01451
3763554,Li-Der,"2019-10-11 23:25:30",0.01451
3763425,"Devin Anzelmo","2019-10-11 23:26:25",0.01409
3771908,Scottfree,"2019-10-11 23:28:32",0.01463
3768495,"Paulo Pinto","2019-10-11 23:32:46",0.01482
3763301,"Never watched NFL before","2019-10-11 23:34:52",0.01674
3770172,"Nikita Ageev","2019-10-11 23:51:29",0.01499
3763192,"Yunfeng Zhu","2019-10-11 23:56:05",0.01455
3770801,"Jugal Marfatia","2019-10-11 23:57:21",0.01980
3764907,ryches,"2019-10-12 00:00:22",0.01451
3763195,"Go Rams 🐏","2019-10-12 00:00:39",0.01442
3763554,Li-Der,"2019-10-12 00:03:06",0.01437
3768580,"Kostiantyn Isaienkov","2019-10-12 00:16:15",0.01580
3764288,"Bojan Tunguz","2019-10-12 00:19:50",0.01499
3775981,"Mohsen SADOK","2019-10-12 00:27:16",0.01600
3771107,ajiajiajiaji,"2019-10-12 00:28:16",0.01600
3764288,"Bojan Tunguz","2019-10-12 00:46:18",0.01451
3771426,Vishky,"2019-10-12 00:57:20",0.01536
3770870,Giba,"2019-10-12 00:59:03",0.01442
3775981,"Mohsen SADOK","2019-10-12 01:01:47",0.01451
3766730,"João Gonçalves","2019-10-12 01:18:53",0.01436
3773537,MaChaogong,"2019-10-12 01:27:02",0.01596
3768924,"Arrowhead Analytics","2019-10-12 01:45:30",0.01412
3768629,leuname,"2019-10-12 01:58:05",0.01577
3765891,好好学习,"2019-10-12 02:02:31",0.01429
3763791,"Vladislav Bogorod","2019-10-12 02:10:16",0.01546
3763187,"Peter Hurford","2019-10-12 02:16:55",0.01451
3768372,"Wei Hao Khoong","2019-10-12 02:17:34",0.01454
3771322,chuck_thunder,"2019-10-12 02:20:57",0.01413
3766682,"Arijit Gupta","2019-10-12 02:27:34",0.01513
3763804,NAldershof,"2019-10-12 02:33:35",0.01436
3771836,SIMPLE,"2019-10-12 02:36:51",0.01562
3775043,"Alexander Booth","2019-10-12 02:37:45",0.01943
3771322,chuck_thunder,"2019-10-12 02:42:44",0.01413
3763890,"Edison Siow","2019-10-12 02:48:06",0.16310
3771322,chuck_thunder,"2019-10-12 02:54:35",0.01412
3763890,"Edison Siow","2019-10-12 03:13:40",0.01457
3772841,rivxhar,"2019-10-12 03:23:02",0.01437
3766114,"Allent Dan","2019-10-12 03:29:52",0.01463
3768495,"Paulo Pinto","2019-10-12 03:39:53",0.01438
3765352,"Bo Peng","2019-10-12 03:41:21",0.01486
